cumulative_reward,mse
-0.04990021951706062,0.037841026578248324
-0.04990021951706061,0.058551025041329266
-0.049900219517060605,0.07410303551016809
-0.0499002195170606,0.09048524747624816
-0.0499002195170606,2.066400932954875
-0.04990021951706059,4.49456132123744
-0.047187946281847234,39.345748125508955
-0.04456043158523429,0.08759284886835131
-0.042516809043424225,0.5283655165987563
-0.040881911009976166,0.3832342040957032
-0.039544267164427764,1.7543589915797781
-0.03842956395980409,1.816045636563222
-0.03716474390498126,7.223047928513905
-0.036155801020843994,0.8222509524743395
-0.035025388926513266,0.3458417479378765
-0.03403627834397387,0.5880905338713711
-0.03316353371232147,0.5343088471304115
-0.032387760706408225,0.08527929966497443
-0.03160230544717972,15.882393921668939
-0.030837545419713525,0.29494813662803226
-0.030145619680577444,0.9763214465399013
-0.029516596281362825,0.7681977091732944
-0.02894227056903643,1.776437135054568
-0.02841580533273724,4.447302991300574
-0.02790958971720493,27.832280443362457
-0.027410773959400506,0.2710452491146757
-0.026948907516989005,0.7875486413761477
-0.026520031534749754,1.7915185174695019
-0.02612073320645804,4.2375048517271905
-0.025748054766719104,12.240585079456855
-0.025395000032650668,47.511174683884505
-0.02513376886954865,0.24959422889474675
-0.024804117388526798,0.5256144219293272
-0.02449385717109447,0.6750522170442219
-0.024201326108943988,4.091855744201995
-0.023925046772468532,14.90848759561062
-0.02366370145418094,62.47537927244425
-0.023406805734012825,0.4727574733231667
-0.023234374738406116,1.8599082014434352
-0.023001056972140776,1.4657349386066216
-0.022779120560327406,2.239779139079716
-0.022567752549076576,8.312182331049835
-0.022365353942975688,61.84057735319234
-0.022168786946147177,0.5409263885625464
-0.02198095626028882,0.7421452674256783
-0.021801292125989528,0.6593992030716735
-0.02162927327400084,0.9348930160047978
-0.02146442187417835,0.10495908741390123
-0.021306299102920038,67.78954919136567
-0.021152544846182147,0.5849925532207376
-0.021004820168139857,0.4722035592201184
-0.02086277720848381,1.1344803729288846
-0.020726094360512898,0.7697425115368401
-0.020594473840244612,4.970503392917299
-0.020467639520713354,3.958537111742536
-0.020393046666443794,83.16785964128283
-0.02027328659209238,0.2716797546265187
-0.02015765617547722,0.1579366157183686
-0.020045945434001552,0.2289086365033029
-0.019937958383908414,11.770079585672155
-0.019833511892834717,13.3700727108102
-0.01973207905483359,87.11980084074284
-0.019633778820849768,0.4464014509226931
-0.019538550469177938,0.03654371938706112
-0.019487866079714332,0.07756402224899062
-0.019397734234777034,4.759526279527334
-0.019310292892673688,4.639059573178557
-0.019225294000812514,90.99883617721711
-0.019142673858785587,0.31054615010509723
-0.019062414292245144,0.3091274469920714
-0.018984415558564997,0.2810042610757385
-0.018908583456375964,0.10817096256693766
-0.018834828946027726,0.1734451939266714
-0.018763004528738837,92.01285522862251
-0.018693053810272715,0.3059946208991226
-0.01862494390018728,0.4004010296353715
-0.018558603078675493,0.1941067519283306
-0.018493963303869137,3.357692442827061
-0.01843095997905788,3.8896273919371978
-0.01836951096144587,95.99963177097199
-0.018309548424385712,0.5236302817772042
-0.018251048388229458,0.6237020775863835
-0.018193957991498658,0.8090626029714898
-0.018138226889928118,5.2177174540407645
-0.018083807108394526,9.38287902430488
-0.01803064775687342,100.58119981027764
-0.01797869011081284,0.3172490920876487
-0.01792791332034455,0.590388731199323
-0.017878277581347458,1.184537170188925
-0.01785976520081558,1.6114929601291479
-0.017811969237615445,6.315596619735653
-0.017765212317093576,100.19194224032398
-0.017719448248300906,0.2687673230102963
-0.017674657883099573,0.5896214547132528
-0.01763081047295511,2.020233996138386
-0.017587876550521988,1.5252604874155362
-0.01754582786360295,0.7334868251128601
-0.01750463731315165,96.7785971052806
-0.017464272553741313,0.27093643820502217
-0.01742471508951918,0.20073366686904173
-0.01738594094142026,2.7937601406650976
-0.017347927070735042,2.355859262942908
-0.01731065133346119,4.426075913919783
-0.01727409243728876,4.125017187716238
-0.01726395724229461,108.13215502434954
-0.017228525492240864,0.18194090188778045
-0.01719375601788906,2.804329672021841
-0.017159630422691915,3.402304690447584
-0.01712613098520481,8.821785977762913
-0.01709324062839929,11.287229617788341
-0.017060941606887925,104.21773197664342
-0.01702921903554649,0.09985915356822754
-0.01699805792564473,3.3081596092061325
-0.0169674435018816,2.9147420554727406
-0.016937361502879566,7.315216795421169
-0.01690779815903274,5.287200675180008
-0.01687873968493359,104.47816303063007
-0.016850173405721907,0.05383138250952226
-0.016822087232043193,1.7821131175301193
-0.016794469161259134,3.0247993580558177
-0.016767307587512825,3.797295412877908
-0.01674059128546728,0.3742340281906164
-0.016714309230482664,101.60449831988447
-0.016688450835067203,0.12353705544066537
-0.01666300617397839,1.1848633499809338
