cumulative_reward
-5.0
-4.5
-4.0
-1.75
-2.2
-2.0
-1.2857142857142858
-1.625
-1.6666666666666667
-1.3
-1.4545454545454546
-1.5
-1.3846153846153846
-1.5
-1.6666666666666667
-1.625
-1.7647058823529411
-1.8333333333333333
-1.6842105263157894
-1.8
-1.7619047619047619
-1.5909090909090908
-1.608695652173913
-1.5833333333333333
-1.48
-1.5
-1.4814814814814814
-1.3928571428571428
-1.4482758620689655
-1.3666666666666667
-1.2258064516129032
-1.3125
-1.3636363636363635
-1.2647058823529411
-1.2857142857142858
-1.25
-1.135135135135135
-1.2105263157894737
-1.2564102564102564
-1.225
-1.2682926829268293
-1.2619047619047619
-1.255813953488372
-1.2954545454545454
-1.2444444444444445
-1.1956521739130435
-1.2553191489361701
-1.2708333333333333
-1.2040816326530612
-1.22
-1.2745098039215685
-1.1730769230769231
-1.2075471698113207
-1.2222222222222223
-1.2
-1.2678571428571428
-1.263157894736842
-1.2413793103448276
-1.2881355932203389
-1.3
-1.2459016393442623
-1.2903225806451613
-1.3333333333333333
-1.3125
-1.353846153846154
-1.378787878787879
-1.3432835820895523
-1.3676470588235294
-1.3768115942028984
-1.3571428571428572
-1.380281690140845
-1.3888888888888888
-1.36986301369863
-1.4054054054054055
-1.4266666666666667
-1.368421052631579
-1.3896103896103895
-1.3974358974358974
-1.3544303797468353
-1.3875
-1.382716049382716
-1.353658536585366
-1.3975903614457832
-1.369047619047619
-1.3411764705882352
-1.3837209302325582
-1.3908045977011494
-1.3522727272727273
-1.3820224719101124
-1.3888888888888888
-1.3736263736263736
-1.4021739130434783
-1.3978494623655915
-1.3829787234042554
-1.4105263157894736
-1.4166666666666667
-1.3917525773195876
-1.3979591836734695
-1.393939393939394
-1.35
-1.3663366336633664
-1.392156862745098
-1.3592233009708738
-1.3846153846153846
-1.4
-1.3679245283018868
-1.3831775700934579
-1.3611111111111112
-1.3394495412844036
-1.3636363636363635
-1.3603603603603605
-1.3660714285714286
-1.3805309734513274
-1.3771929824561404
-1.3565217391304347
-1.3706896551724137
-1.376068376068376
-1.3559322033898304
-1.3697478991596639
-1.3833333333333333
-1.3471074380165289
-1.3688524590163935
-1.3658536585365855
-1.3225806451612903
-1.336
-1.3333333333333333
-1.2913385826771653
-1.296875
-1.2945736434108528
-1.2538461538461538
-1.2748091603053435
-1.2575757575757576
-1.2330827067669172
-1.2462686567164178
-1.2666666666666666
-1.25
-1.27007299270073
-1.2826086956521738
-1.2877697841726619
-1.3071428571428572
-1.3120567375886525
-1.3028169014084507
-1.3286713286713288
-1.3333333333333333
-1.3241379310344827
-1.3424657534246576
-1.3537414965986394
-1.3445945945945945
-1.3624161073825503
-1.3666666666666667
-1.3443708609271523
-1.361842105263158
-1.3594771241830066
-1.3376623376623376
-1.3548387096774193
-1.3653846153846154
-1.3439490445859872
-1.360759493670886
-1.3647798742138364
-1.34375
-1.360248447204969
-1.3641975308641976
-1.361963190184049
-1.3780487804878048
-1.3757575757575757
-1.3674698795180722
-1.3832335329341316
-1.3869047619047619
-1.3727810650887573
-1.3823529411764706
-1.3976608187134503
-1.3895348837209303
-1.3872832369942196
-1.3793103448275863
-1.3542857142857143
-1.3636363636363635
-1.344632768361582
-1.3202247191011236
-1.329608938547486
-1.3277777777777777
-1.3204419889502763
-1.335164835164835
-1.3387978142076502
-1.326086956521739
-1.335135135135135
-1.3279569892473118
-1.3155080213903743
-1.324468085106383
-1.3333333333333333
-1.3263157894736841
-1.3350785340314135
-1.3333333333333333
-1.3160621761658031
-1.3350515463917525
-1.3333333333333333
-1.336734693877551
-1.3451776649746192
-1.3434343434343434
-1.3115577889447236
-1.32
-1.3233830845771144
-1.311881188118812
-1.3152709359605912
-1.303921568627451
-1.2829268292682927
-1.296116504854369
-1.3043478260869565
-1.3028846153846154
-1.3110047846889952
-1.3095238095238095
-1.2938388625592416
-1.2971698113207548
-1.2910798122065728
-1.2850467289719627
-1.283720930232558
-1.2916666666666667
-1.2857142857142858
-1.298165137614679
-1.2968036529680365
-1.290909090909091
-1.3031674208144797
-1.3108108108108107
-1.3004484304932735
-1.3080357142857142
-1.3111111111111111
-1.2920353982300885
-1.303964757709251
-1.3026315789473684
-1.279475982532751
-1.2869565217391303
-1.2987012987012987
-1.293103448275862
-1.3004291845493563
-1.3076923076923077
-1.3063829787234043
-1.3177966101694916
-1.3164556962025316
-1.3067226890756303
-1.3096234309623431
-1.3125
-1.2987551867219918
-1.3099173553719008
-1.316872427983539
-1.3073770491803278
-1.3183673469387756
-1.3252032520325203
-1.3076923076923077
-1.3185483870967742
-1.3253012048192772
-1.32
-1.3227091633466135
-1.3293650793650793
-1.3122529644268774
-1.3228346456692914
-1.3254901960784313
-1.30859375
-1.3190661478599222
-1.321705426356589
-1.3166023166023166
-1.323076923076923
-1.3256704980842913
-1.3244274809160306
-1.3307984790874525
-1.3371212121212122
-1.3320754716981131
-1.3458646616541354
-1.348314606741573
-1.3432835820895523
-1.3531598513011152
-1.3518518518518519
-1.3505535055350553
-1.3602941176470589
-1.3626373626373627
-1.3430656934306568
-1.3490909090909091
-1.358695652173913
-1.3501805054151625
-1.356115107913669
-1.3440860215053763
-1.3285714285714285
-1.3345195729537367
-1.3368794326241136
-1.325088339222615
-1.3309859154929577
-1.3298245614035087
-1.332167832167832
-1.3379790940766552
-1.3368055555555556
-1.3356401384083045
-1.3448275862068966
-1.3402061855670102
-1.332191780821918
-1.3310580204778157
-1.3333333333333333
-1.3254237288135593
-1.3310810810810811
-1.32996632996633
-1.3221476510067114
-1.3244147157190636
-1.3333333333333333
-1.3156146179401993
-1.314569536423841
-1.306930693069307
-1.292763157894737
-1.301639344262295
-1.2973856209150327
-1.286644951140065
-1.2987012987012987
-1.3009708737864079
-1.293548387096774
-1.302250803858521
-1.3044871794871795
-1.293929712460064
-1.302547770700637
-1.2952380952380953
